index,composition,
3118,Ba3Ho2P4S16,1
3119,RbCl,1
3120,Hg5AsS2I3,1
3121,Cd3BiP3O12,1
3122,EuH2,1
3123,NaNO2,1
3124,BaZnOS,1
3125,InBi2S4Cl,1
3126,TeI,1
3127,Rb2PtI6O18,1
3128,BiSeI,1
3129,Cs1.43Cd1.43Bi2.57S6,1
3130,InP2Se4,1
3131,PbCl2,1
3132,PbO2,1
3133,Cs2Ga2S5,1
3134,Pb0.75Sn0.25Te,1
3135,SnS0.99Se0.01,1
3136,Pb3Br2Se2O6,1
3137,Ba4Ga2S8,1
3138,CuGa0.4In1.6S3.5,1
3139,V2O5,1
3140,K3Nb2AsSe11,1
3141,Cu0.3Ga1.7S2.7,1
3142,Ru2Si3,1
3143,SnBr2,1
3144,Li2CdGeS4,1
3145,Li2Ga2GeS6,1
3146,LiKCO3,1
3147,SbSBr,1
3148,Cu3DyTe3,1
3149,MoSe2,1
3150,LaInS2O,1
3151,Hg6.5As4CdCl6,1
3152,K2MnSn2Se6,1
3153,Ga1.02Sb0.98Se0.06,1
3154,Ga0.7Al0.3As,1
3155,CuInCd2Te3,1
3156,Tl2TeBr6,1
3157,CuInS2,1
3158,CuNiC4N4,1
3159,BaGa2Se4,1
3160,Ga0.8Sb0.8Zn0.2Te0.2,1
3161,EuDy2Se4,1
3162,Tm4Sb2Se11.68,1
3163,MoO3,1
3164,RbHgSbTe3,1
3165,OsPSe,1
3166,Li0.2Na0.8AsSe2,1
3167,PbTe0.01Se0.99,1
3168,Pb0.93Sn0.07Se,1
3169,Al2S3,1
3170,BaV2SeO8,1
3171,La4FeSb2Se10,1
3172,B6P,1
3173,Ba5Ga6GeP12,1
3174,ErB6,1
3175,Ga0.99Sb0.99Zn0.01Te0.01,1
3176,TlCr5S6Se2,1
3177,AgScP2Se6,1
3178,YbAs,1
3179,Sb2Te3,1
3180,CdIn2S4,1
3181,BiSeBr,1
3182,In6Se7,1
3183,Ag0.5Eu1.75GeS4,1
3184,GaAs0.9P0.1,1
3185,ZnIn2Se4,1
3186,Na2BaSnSe4,1
3187,SbSI,1
3188,Cs2AgVS4,1
3189,MoTe2,1
3190,Pb6BBrO7,1
3191,EuIr4In2Ge4,1
3192,Pb0.85Se0.85Ge0.15Te0.15,1
3193,Na2ZnGe2S6,1
3194,LaCuOS,1
3195,PbSe,1
3196,Pb3O4,1
3197,K2Hg3Ge2S8,1
3198,CaSe,1
3199,Pb0.8Sn0.2Se,1
3200,BiSI,1
3201,CsCaBO3,1
3202,Ba8Sn4S15,1
3203,AgInSe2,1
3204,VO2,1
3205,CsCdInSe3,1
3206,Sm2Sn3Se9,1
3207,LaSb,1
3208,K6CdTe4,1
3209,Ag2PdO2,1
3210,BaAgSbS3,1
3211,Hg6As4CdBr6,1
3212,GaAs0.3P0.7,1
3213,Ba3CdSn2S8,1
3214,AsSb,1
3215,InSb,1
3216,InSb2S4Br,1
3217,AgLi0.33Sn0.67O2,1
3218,Li2MnGeS4,1
3219,Ag3Ga3SiSe8,1
3220,K0.8Hg1.2Sn2S8,1
3221,Bi1.8Te3Sb0.2,1
3222,Cs2Sb,1
3223,Nd10OSe14,1
3224,KCu2SbS3,1
3225,Li6Ga2Te8O22,1
3226,Hg7InS6Cl5,1
3227,BiOI,1
3228,Na2GdP2O8,1
3229,Ba3V2Se4O16,1
3230,Zn0.95S0.95Ga0.05P0.05,1
3231,Cu2Te,1
3232,GeAs2,1
3233,FeAsS,1
3234,InP,1
3235,Cu3VS4,1
3236,TaGaS2,1
3237,RhAs2,1
3238,Ca3BiP3O12,1
3239,BeSe,1
3240,BaSn2S5,1
3241,Pb0.97Se0.97Ge0.03S0.03,1
3242,SmSb2BO8,1
3243,CsYZnSe3,1
3244,Sn2S,1
3245,GaGeTe,1
3246,YbSe,1
3247,BaO,1
3248,CBr4,1
3249,La2O3,1
3250,Ga2Se3,1
3251,Ag2CdP2S6,1
3252,Ga0.01As0.01Zn0.99Se0.99,1
3253,K2Cd3S4,1
3254,PrSb,1
3255,PbSbO2Br,1
3256,Ba2InNdSe5,1
3257,CsCd4Ga5S12,1
3258,Rb2HgP2Se6,1
3259,KH3Se2O6,1
3260,AgBiP2Se6,1
3261,Ba2GaDySe5,1
3262,MgF2,1
3263,SiAs,1
3264,Zn0.99S0.99Ga0.01P0.01,1
3265,Ga0.5P0.5Zn0.5Se0.5,1
3266,KBaAsSe3,1
3267,CsSbSe2,1
3268,InS,1
3269,CdP2S4,1
3270,BiSe,1
3271,NiC2N2,1
3272,AgPbBiSe3,1
3273,OsAsS,1
3274,Rb6P3S15,1
3275,Er2O3,1
3276,RhSe2,1
3277,Bi2Te2.1Se0.9,1
3278,Nd3Te4,1
3279,Ge0.7Si0.3,1
3280,InSn2As2Se,1
3281,NaNbSe2O7,1
3282,Se0.6Te0.4,1
3283,In0.95As0.95Cd0.05Te0.05,1
3284,In4Se3,1
3285,K6Yb3P5S20,1
3286,In0.5Al0.5P,1
3287,GeP,1
3288,Nd2Sn3Se9,1
3289,TlInSe2,1
3290,KBiS2,1
3291,SmCuOSe,1
3292,Cs2CuP3S9,1
3293,Ba2AsGaSe5,1
3294,Ta0.67Zr1.33O1.89N1.63,1
3295,CsDy9Cd4Se18,1
3296,InSb0.9As0.1,1
3297,AlN,1
3298,NdAs,1
3299,AgInCd2Te3,1
3300,In0.93As0.93Cd0.07Te0.07,1
3301,SiTe2,1
3302,GeS2,1
3303,Ga0.01Sb0.01Cd0.99Te0.99,1
3304,Mg5B3O9F,1
3305,Al2Te3,1
3306,KAlGeS4,1
3307,CsCeCdSe3,1
3308,RuP4,1
3309,TcSe2,1
3310,InN,1
3311,LaSi2,1
3312,Ge0.06Si0.94,1
3313,KSb5S8,1
3314,Pb0.97Se0.97Sn0.03Se0.03,1
3315,AgI,1
3316,Hg0.6Cd0.4Se,1
3317,BaLa2In2Se7,1
3318,RbSbS2,1
3319,Ga0.75P0.75Zn0.25Se0.25,1
3320,La2ZrS5,1
3321,MgGeN2,1
3322,Bi2Te2.97Se0.03,1
3323,Ba2Cu2ThSe5,1
3324,BaReH9,1
3325,Hg3Te2Bi2Cl8,1
3326,Ta1.33Zr0.67O0.12N3.03,1
3327,ZnSnAs2,1
3328,Bi2O3,1
3329,Pb0.8Ge0.2Te,1
3330,BiI3,1
3331,Pb0.92Sn0.08Te,1
3332,BiTeNO6,1
3333,MnSi,1
3334,K2PdSe10,1
3335,CsCuSb2S4,1
3336,Li6Fe2Te8O22,1
3337,CsAg2TeS6,1
3338,KAg11V4O16,1
3339,Ce2Se3,1
3340,OsAs2,1
3341,La2MnNiO6,1
3342,GaAs0.7P0.3,1
3343,Li3PS4,1
3344,SrNd2S4,1
3345,Hg0.796Cd0.204Te,1
3346,Ba2GaGdSe5,1
3347,HgGa2S4,1
3348,TlCr5S3Se5,1
3349,Pb0.7Ge0.3Te,1
3350,HgSe,1
3351,CdI2,1
3352,GeAs,1
3353,Li3Bi,1
3354,EuIn2S4,1
3355,Rb3Sb2Br9,1
3356,SnO2,1
3357,LaS1.86Se0.14,1
3358,Ag2GeTe3,1
3359,Dy4S4Te3,1
3360,Ca2CdAs2,1
3361,Bi2Te0.9Se2.1,1
3362,TlAsS2,1
3363,P2Se3,1
3364,Ga0.8Al0.2P,1
3365,H6PtI6O20,1
3366,Li2In2SiS6,1
3367,HoN,1
3368,SnCl2,1
3369,CsInGeS4,1
3370,Ba5Ga4Se10,1
3371,KSbSe2,1
3372,In0.3Ga0.7P,1
3373,Rb2Cu2Sn2Se6,1
3374,RhSe3,1
3375,InSb0.6As0.4,1
3376,CdBr2,1
3377,CsLu7Se11,1
3378,Pb0.999Se0.999Sn0.001Se0.001,1
3379,Cs3W3PO13,1
3380,Lu2O3,1
3381,SrZrS3,1
3382,RbAg2SbS4,1
3383,Cd4Sb3,1
3384,Li2B6,1
3385,SbTeI,1
3386,K2ZnTe2,1
3387,AgSbTe2,1
3388,Pb6B2MoO12,1
3389,Eu3P2,1
3390,Zn0.2Ba2B2S5.2,1
3391,AgGaGe3Se8,1
3392,CuAlS2,1
3393,Ba3Dy2P4S16,1
3394,CuZn2InSe4,1
3395,PdSe,1
3396,Se0.5Te0.5,1
3397,Bi1Te3Sb1,1
3398,Cu0.05Ga1.95S2.95,1
3399,Pr2Ge2Se7,1
3400,CsSmCdSe3,1
3401,CuInSe2,1
3402,NaSbSe2,1
3403,La2CoVO6,1
3404,Tl4CuTeO6,1
3405,Sb5O7I,1
3406,HgBrCl,1
3407,RbGaSnSe4,1
3408,Na3MoO4F,1
3409,YFMoO4,1
3410,BaB2O4,1
3411,Na3Sb,1
3412,TaGaSe2,1
3413,Cu2CdSnS4,1
3414,KBr,1
3415,ZnAs2,1
3416,PrTe1.9,1
3417,Hg3S2Bi2Cl8,1
3418,PbI2,1
3419,AgInTe2,1
3420,TlGaS2,1
3421,FeSi2,1
3422,Ba2InSmTe5,1
3423,SmB6,1
3424,Ga0.99In0.01As,1
3425,Rb2Sn3Sb2S10,1
3426,BiOBr,1
3427,Mn11Si19,1
3428,HgTe,1
3429,Ba4Ga2Se8,1
3430,Mg2Ge,1
3431,Rb3Al3Ge7Se20,1
3432,SrTaO2N,1
3433,CoSbS,1
3434,Pb0.99TeTl0.01,1
3435,CsMn4In5Te12,1
3436,K3SmAs2S8,1
3437,EuAl2O4,1
3438,Cr2O3,1
3439,LiBr,1
3440,K3Ga3Ge7Se20,1
3441,Yb4Sb2S11.25,1
3442,Ca2Si,1
3443,Pb14B2O14Br6,1
3444,ReSe2,1
3445,DyTe1.45,1
3446,CsBr,1
3447,SbI3,1
3448,YbSb,1
3449,Cu0.05Ga1.95Se2.95,1
3450,Nd1.33Lu0.67S3,1
3451,LaIn3S6,1
3452,CsGaSn2Se6,1
3453,CsKP2Se8,1
3454,MgO,1
3455,SnTe,1
3456,CuCl,1
3457,IrP2,1
3458,Cu0.5Ga1.5S2.5,1
3459,YbGa2S4,1
3460,CuSmSe2,1
3461,InSb0.8As0.2,1
3462,Pb0.85Se0.85Sn0.15Te0.15,1
3463,Cd4P2Cl3,1
3464,SrCrO4,1
3465,RbBiSe2,1
3466,Ag2S,1
3467,Ag3AsS3,1
3468,Ag3SbS3,1
3469,AgGaSe2,1
3470,AgSbSe2,1
3471,AlP,1
3472,As2S3,1
3473,CdAs2,1
3474,CdGa2Se4,1
3475,CdP2,1
3476,CdS,1
3477,CdSb,1
3478,CdSe,1
3479,CdTe,1
3480,CuFeS2,1
3481,CuGaSe2,1
3482,Dy2S3,1
3483,GaN,1
3484,GaS,1
3485,GaSe,1
3486,GaTe,1
3487,GeSe,1
3488,In4Te3,1
3489,InAs,1
3490,InSe,1
3491,KI,1
3492,Mg3As2,1
3493,NaBiSe2,1
3494,PbS,1
3495,PbTe,1
3496,RbI,1
3497,Sb2S3,1
3498,SnS,1
3499,SnSe,1
3500,Tl2Te3,1
3501,TlCl,1
3502,TlSbS2,1
3503,Zn3As2,1
3504,ZnGeAs2,1
3505,ZnO,1
3506,ZnS,1
3507,Bi4PdSe4O12,1
3508,Cd3In2S2Te4,1
3509,SbSI,1
3510,Pb0.8Se0.8Ge0.2Te0.2,1
3511,Ag1.75InSb5.75Se11,1
3512,K2Dy2Ti3O10,1
3513,ZrS2,1
3514,CaTe,1
3515,GeI2,1
3516,InSb,1
3517,Ir0.67S2,1
3518,Pb2MnO4,1
3519,GaSe,1
3520,SrZnSO,1
3521,Ge0.653Si0.347,1
3522,InAs,1
3523,Cu2Ta4O11,1
3524,K4GeS4,1
3525,Ge0.6Si0.4,1
3526,AsI3,1
3527,Mg2Sn,1
3528,K2CsSb,1
3529,Ho2Mo3O12,1
3530,Li4HgGe2S7,1
3531,BaGa2GeS6,1
3532,InP,1
3533,TlBr,1
3534,SiB3,1
3535,PbTe,1
3536,RbI,1
3537,KSbS2,1
3538,SbSeBr,1
3539,As2Se3,1
3540,CoSb2,1
3541,Hg0.8Cd0.2Se,1
3542,Cu2Te,1
3543,LiMgN,1
3544,RbCuSb2S4,1
3545,Sb2O3,1
3546,ZnTe,1
3547,PbTe,1
3548,NaBiS2,1
3549,Hg6P6In2Cl9,1
3550,GaS,1
3551,Sn3WO6,1
3552,TlBr,1
3553,GaSe,1
3554,InSb,1
3555,CdSnO3,1
3556,Pb0.8Se0.8Sn0.2Te0.2,1
3557,CuGaS2,1
3558,PrF3,1
3559,Ru2Ge3,1
3560,SmTe,1
3561,CsZn2B3O7,1
3562,Ga0.9Sb0.9Cd0.1Te0.1,1
3563,NH7Se2O6,1
3564,TlBr,1
3565,KPSe6,1
3566,ZnS,1
3567,Ga0.85Al0.15As,1
3568,GaAs,1
3569,Ga0.05P0.05Zn0.95Se0.95,1
3570,KFeCuTe2,1
3571,AsBr3,1
3572,Zn0.5Hg0.5Se,1
3573,Ga0.7In0.3As,1
3574,Bi2S3,1
3575,TlBr,1
3576,ReS2,1
3577,CdMoSb4O10,1
3578,PbCl2,1
3579,Ga1.002Sb0.998Se0.006,1
3580,As2O3,1
3581,InSb,1
3582,Na2BaGeS4,1
3583,Ba2GaDyTe5,1
3584,NaB15,1
3585,AlP,1
3586,Bi2Te2.97Se0.03,1
3587,AgBiS2,1
3588,SnGa2GeS6,1
3589,InS,1
3590,NiTe,1
3591,TlSe,1
3592,Pr2YbCuS5,1
3593,KInSnS4,1
3594,GaAs,1
3595,Mn15Si26,1
3596,La2O2MnSe2,1
3597,Er3Te4,1
3598,RbTbSe2,1
3599,Zn0.5Cd0.5Se,1
3600,Na2Ge2Se5,1
3601,PbCrO4,1
3602,Ag0.5Pb1.75GeS4,1
3603,CsEr9Cd4Se18,1
3604,CdCl2,1
3605,ReS2,1
3606,Cu3TaS4,1
3607,Pb0.99Sn0.01Se,1
3608,GaTe,1
3609,AgCd3PS6,1
3610,Cu3YTe3,1
3611,TlInSe2,1
3612,Bi2Te2.7Se0.3,1
3613,CuGaTe2,1
3614,K2HgP2Se6,1
3615,Tl2PrInSe4,1
3616,Gd2ZrS5,1
3617,Pr2S3,1
3618,PbBiO2Br,1
3619,YbS,1
3620,K6Cd4Sn3Se13,1
3621,Pb0.75Ge0.25Te,1
3622,CdSb,1
3623,BeTe,1
3624,Pb0.96TeGa0.04,1
3625,NdLuSe3,1
3626,Bi6Cu3S10I,1
3627,LiH3Se2O6,1
3628,BaLa2In2S7,1
3629,Li3Cs2B5O10,1
3630,TlScS2,1
3631,InSe,1
3632,SbSBr,1
3633,Zn0.75Hg0.25Se,1
3634,K2Ge4Se8,1
3635,CdSiP2,1
3636,ZnGeN2,1
3637,KAsSe2,1
3638,GaN,1
3639,Cu2Te,1
3640,Dy2Mo3O12,1
3641,Li2PtO3,1
3642,PbSe0.01S0.99,1
3643,Si2Te3,1
3644,Eu2SnSe5,1
3645,Ba6Sn6Se13,1
3646,As2S6,1
3647,Rb2CdBr2I2,1
3648,Cu2Ga4Te7,1
3649,Ba2In2Se5,1
3650,Cs3Sb2I9,1
3651,Cu3SbSe4,1
3652,Ag0.5Pb1.75GeSe4,1
3653,Pr2S3,1
3654,Sr2V3Se5O18,1
3655,InSe,1
3656,Nd2HfS5,1
3657,Nb6VSb3O25,1
3658,TeSe3,1
3659,Na2Ga2SnS6,1
3660,Sn2BiSI5,1
3661,Ag3SbS3,1
3662,TlS,1
3663,K10Mn4Sn4S17,1
3664,GaSb,1
3665,Bi2Te2.7Se0.3,1
3666,PtSb2,1
3667,AgGaGeS4,1
3668,KCu2SbS3,1
3669,TiCoSb,1
3670,InS,1
3671,Ag3SbS3,1
3672,PrTaN2O,1
3673,Pr2Sr2PtO7.07,1
3674,InSb,1
3675,KBiS2,1
3676,Cs4In8GeSe16,1
3677,Tl6CuTe2O10,1
3678,InPS4,1
3679,BaCuTeF,1
3680,Ge0.2Si0.8,1
3681,Ba5In4Te4S7,1
3682,CsMn4In5Se12,1
3683,CuInSe2,1
3684,PbN6,1
3685,LiSbS2,1
3686,GeS,1
3687,AlSb,1
3688,Be3N2,1
3689,AlSb,1
3690,Cs39Cl6Ga53Se96,1
3691,Zn0.43Cd0.57Se,1
3692,Ag2SnS3,1
3693,AlP,1
3694,Cu0.4Ga1.6S2.6,1
3695,Cs3Bi2I9,1
3696,Tl3TaS4,1
3697,PbS,1
3698,Be3Sb2,1
3699,V2O5,1
3700,Cu3SbS4,1
3701,BiSeI,1
3702,CuYO2,1
3703,TlCr5S7Se,1
3704,GaVTe2O8,1
3705,CdS,1
3706,Zn0.65Hg0.35Se,1
3707,Pb0.95Ge0.05Se,1
3708,V2O5,1
3709,NaF,1
3710,Bi12SiO20,1
3711,VTeO5H,1
3712,CdAs2,1
3713,CsMn4Ga5Te12,1
3714,CsI,1
3715,Yb2O3,1
3716,Ba2InCeTe5,1
3717,CdTe,1
3718,In0.2As0.2Ga0.8P0.8,1
3719,CuI,1
3720,PbCuSbS3,1
3721,Ba2CdB6O12,1
3722,Sn2BiS2I3,1
3723,GeSe,1
3724,As2Te3,1
3725,Sm2S3,1
3726,GaN,1
3727,Y2O3,1
3728,GaSb,1
3729,GaSe,1
3730,PbSe,1
3731,Ag2VI3O11,1
3732,GaN,1
3733,LiSbSe2,1
3734,InSb,1
3735,Cs2ZnSn3Se8,1
3736,Zn4Sb3,1
3737,TlInSe2,1
3738,Eu2Ga2GeS7,1
3739,TlHg6Se4Br5,1
3740,AlP,1
3741,La2Sr2PtO7.13,1
3742,KCu3S2,1
3743,CuInS2,1
3744,RuP2,1
3745,SnGe,1
3746,Hg0.9Cd0.1Se,1
3747,Cu2O,1
3748,CdCuSe2O6,1
3749,PbTe,1
3750,AgP15,1
3751,SmSb,1
3752,IrAs2,1
3753,PbTe0.5Se0.5,1
3754,KScSe2O6,1
3755,CdGeP2,1
3756,Cu2Ta4O11,1
3757,ReS2,1
3758,Pr4InSbSe9,1
3759,Cd0.6Te0.6Al0.4Sb0.4,1
3760,Cu2Ta11O30,1
3761,Tl2TeI6,1
3762,La10OSe14,1
3763,NaNO2,1
3764,K2La2Sb2S9,1
3765,AgPdI3O9,1
3766,Bi2Mo3O12,1
3767,Se0.2Te0.8,1
3768,Ga0.2Al0.8P,1
3769,Ag3SbS3,1
3770,InSb0.2As0.8,1
3771,ZnSe,1
3772,MnAl3,1
3773,InN,1
3774,TaGaS2,1
3775,CuBr,1
3776,MgSe,1
3777,EuTm2Se4,1
3778,BaTeMo2O9,1
3779,Mg3N2,1
3780,Ba2InSbSe5,1
3781,TiTlSe2,1
3782,Ca3La2Sn3S12,1
3783,Cs2PtI6O18,1
3784,BiSI,1
3785,EuCu2SnS4,1
3786,GaSe,1
3787,Na2BaGeSe4,1
3788,ZnS,1
3789,Sr3GeSb2Se8,1
3790,K2Ho4Cu4S9,1
3791,La2CoTiO6,1
3792,In0.8Al0.2P,1
3793,Zn3As2,1
3794,Cu2ZnSnSe4,1
3795,Ga0.1P0.1Zn0.9Se0.9,1
3796,LiBi4Nb3O12,1
3797,K3Ga3Ge7S20,1
3798,K2Au2Sn2Se6,1
3799,TlCl,1
3800,TcS2,1
3801,SnO,1
3802,GaTe,1
3803,GaAs0.75Sb0.25,1
3804,BaIr2Ge4Se6,1
3805,KInTe2O6,1
3806,ZnSnO3,1
3807,Mg2Sn,1
3808,Ca5Bi14O26,1
3809,Ga1.001Sb0.999Te0.003,1
3810,YNiSb,1
3811,SrO,1
3812,Gd6Ge2.5S14,1
3813,KZrPSe6,1
3814,Ba5CdGa6Se15,1
3815,Ag3SbS3,1
3816,MnTe,1
3817,Ag2S,1
3818,Ag3AsS3,1
3819,Ag3SbS3,1
3820,AgGaSe2,1
3821,AgGaSe2,1
3822,AgSbSe2,1
3823,AlP,1
3824,AlP,1
3825,As2S3,1
3826,As2S3,1
3827,As2S3,1
3828,Bi0.6Te3Sb1.4,1
3829,CdAs2,1
3830,CdGa2Se4,1
3831,CdGa2Se4,1
3832,CdP2,1
3833,CdS,1
3834,CdSb,1
3835,CdSe,1
3836,CdSe,1
3837,CdTe,1
3838,CdTe,1
3839,CdTe,1
3840,CuFeS2,1
3841,CuGaSe2,1
3842,Dy2S3,1
3843,GaAs,1
3844,GaAs,1
3845,GaAs,1
3846,GaAs,1
3847,GaAs,1
3848,GaN,1
3849,GaS,1
3850,GaS,1
3851,GaSe,1
3852,GaSe,1
3853,GaTe,1
3854,GaTe,1
3855,GeSe,1
3856,GeSe2,1
3857,In4Te3,1
3858,InAs,1
3859,InAs,1
3860,InAs,1
3861,InAs,1
3862,InSe,1
3863,InSe,1
3864,InSe,1
3865,InSe,1
3866,KI,1
3867,Mg3As2,1
3868,NaBiSe2,1
3869,PbS,1
3870,PbS,1
3871,PbTe,1
3872,RbI,1
3873,Sb2S3,1
3874,Sb2S3,1
3875,Sb2S3,1
3876,SnS,1
3877,SnS,1
3878,SnSe,1
3879,Tl2Te3,1
3880,Tl2Te3,1
3881,TlCl,1
3882,TlSbS2,1
3883,Zn3As2,1
3884,Zn3As2,1
3885,ZnGeAs2,1
3886,ZnO,1
3887,ZnS,1
3888,ZnS,1
3889,ZnSe,1
3890,ZnSnP2,1
3891,ZnTe,1
3892,ZnTe,1
3893,ZnTe,1
3894,ZnSe,1
3895,ZnSnP2,1
3896,ZnTe,1
3897,AgCNO.65,0
3898,Al13Ru4,0
3899,SiTe2Os,0
3900,HoMg2,0
3901,UAl4,0
3902,SmCoC2,0
3903,Ag9Pb4O12,0
3904,NaZr2TiF11.12,0
3905,ScRh,0
3906,HoSi2Pt2,0
3907,Li3VOF5.1,0
3908,Ti2ZnS4,0
3909,KV6O11,0
3910,ErMg2,0
3911,CsAs2Ru2,0
3912,In2Pt,0
3913,Rh3Pb,0
3914,Ba3CrS5,0
3915,Si2SbO6,0
3916,ReBiO3,0
3917,MgSc,0
3918,Cu10Sb3,0
3919,Ce2Ti2O7,0
3920,Sr8Fe3N8,0
3921,Re3P4,0
3922,TiPO4,0
3923,SrCd,0
3924,NbOsPb,0
3925,ZrGeRu,0
3926,Y2Ru2O7,0
3927,La2Rh7,0
3928,Hf4Al3,0
3929,Dy2TlCd,0
3930,SrNi5As3,0
3931,Cr2SbTe,0
3932,DyNiSn,0
3933,Zn2SnN2,0
3934,TiAlAu2,0
3935,Dy5Sn3,0
3936,Yb2MgS4,0
3937,Mg2RhAu,0
3938,CeSi2Pt,0
3939,NdAu3,0
3940,Li3Mo2P5O18.2,0
3941,Tl16O15F17,0
3942,DySi2Cu2,0
3943,Ga5Pd13,0
3944,CeTl3,0
3945,Ni3S4,0
3946,Sr2MgReO6.225,0
3947,NaLu(Pd3O4)2.200,0
3948,Na2Tl,0
3949,Tc3Pd,0
3950,Ce3Ta(ClO2)3.176,0
3951,BaAlCu4O7.186,0
3952,CrSiCu2,0
3953,Nd4MgRu,0
3954,Hf5CuPb3,0
3955,Lu2Mn12P7,0
3956,DyBiPt,0
3957,CrNiAs,0
3958,ZrMo3,0
3959,Cu4Pd,0
3960,Li2Ga,0
3961,La3B2N4,0
3962,Mg9CuO10,0
3963,Au3S,0
3964,RbCd13,0
3965,TbBa2IrO6.225,0
3966,Cu9O13,0
3967,Ni2PO5,0
3968,SrV13O18,0
3969,NaNi2O3,0
3970,Th2CrN3,0
3971,Sc5Bi3,0
3972,Hf3P3Pd4,0
3973,Mg17Al11Pd,0
3974,EuZn,0
3975,ReRuOs,0
3976,Y2Ge5Ir3,0
3977,Zr3Ir,0
3978,Li4Cu(PO4)2.7,0
3979,Sm2Fe17,0
3980,Ni2Mo3N,0
3981,Li5Fe2Ni3O10.2,0
3982,NaSi2Pd3,0
3983,Y3Ge4,0
3984,Mg2AgIr,0
3985,ThAl,0
3986,NdInAu,0
3987,Sc2GaIr,0
3988,GdInIr,0
3989,GePt2,0
3990,LiGaAg2,0
3991,YbH3O3,0
3992,ThPSe,0
3993,SmAg,0
3994,Cr10Sb3Te7,0
3995,ZrAl5Ni2,0
3996,ZrPd3,0
3997,Te2Au,0
3998,Sm6Br13,0
3999,Ba5Ge3,0
4000,La2Si5Rh3,0
4001,Nd2IrPd,0
4002,Ag7NO11,0
4003,V6PbO11,0
4004,Nd3Ge5,0
4005,ReIr3,0
4006,ZrNiSn,0
4007,MgAs4Rh6,0
4008,CeSbO3,0
4009,NdCo2Si2,0
4010,Nd5Ge4,0
4011,Rb3Mn,0
4012,Ba5Al2Ge7,0
4013,LiThAu2,0
4014,Sn5B2Rh6,0
4015,Tl2CdTe4,0
4016,EuCsF3,0
4017,YbNd3,0
4018,LiV3O4,0
4019,Ag3RuO4,0
4020,LiAlRh2,0
4021,LaAl4,0
4022,PrMo3,0
4023,KOs2O6,0
4024,Rb5Tl3O,0
4025,YCu3(WO3)4.2,0
4026,La5SmS8,0
4027,Eu2Ga9Rh3,0
4028,USi2Ni2,0
4029,RbMnTe2,0
4030,MnSbPd,0
4031,Ti13S24,0
4032,Sm2CuAs3O.62,0
4033,FePd2Se2,0
4034,SiBi3O7,0
4035,Al2Cu3Se6,0
4036,Sm2Pd2Pb,0
4037,CaZn3,0
4038,U2AlCo3,0
4039,LiSn4Ir,0
4040,PmSnRh2,0
4041,HfSiPt,0
4042,ScSi3Ni,0
4043,YHg2,0
4044,Ag9Ge2IO8.12,0
4045,U2Al3C4,0
4046,Li2Ni2SbO6.64,0
4047,Th2In,0
4048,Ti2NiH,0
4049,Te2MoWS2.164,0
4050,SrAl,0
4051,Ca3Sn2S7,0
4052,VCu3(PO4)4.6,0
4053,RbU2SbS8.8,0
4054,YMgGa,0
4055,Ni3Ge,0
4056,Ca6Cu2Sn7,0
4057,Co3W,0
4058,YbAgGe,0
4059,YSi2Ru2,0
4060,LaIn,0
4061,Re3F,0
4062,NdAgPb,0
4063,Sr2ZnReO6.87,0
4064,Mn3Cr3(TeO8)2.8,0
4065,Sc3Re2Si4,0
4066,GdNi2Ge2,0
4067,CaVO2,0
4068,ICl2,0
4069,Ba3Te,0
4070,NdSi2Ir2,0
4071,MnTcOs,0
4072,B5Mo2,0
4073,Zn3Cu,0
4074,Yb3Ti3O14,0
4075,Li2MnO2F.63,0
4076,Nd3Ni13B2,0
4077,InPt,0
4078,CuSeO3,0
4079,CaTiO2,0
4080,NaLi3,0
4081,VTc,0
4082,LiY(CuP)2.164,0
4083,LiMnP2O7.11,0
4084,U5Ge3,0
4085,YZn5,0
4086,Li4FeNi3O8.2,0
4087,NdMnSbO.129,0
4088,TiFe2Sb,0
4089,EuMg2Bi2,0
4090,KCuPO4.61,0
4091,PrLuIn2,0
4092,Rb2FeI4,0
4093,Ba3ZrRu2O9.194,0
4094,Gd3Al2Ni6,0
4095,LaAl12O19,0
4096,FePd3,0
4097,Na2Ti2Sb2O.139,0
4098,LiCa2Mg,0
4099,TiFeH2,0
4100,BaMnO3,0
4101,YDyAg2,0
4102,ReSn3,0
4103,Cu25Se26,0
4104,Ag2BBr,0
4105,HoCu4Pd,0
4106,CsIrO3,0
4107,Cs2Mo15S19,0
4108,Zr2CuS4,0
4109,Mn5Ge2,0
4110,KTm,0
4111,Fe2O2F3,0
4112,La2Ni5B4,0
4113,LaIn2Ir,0
4114,Cs5Mo21Se23,0
4115,Ti4ZnO8,0
4116,Yb5Au4,0
4117,Tl5Te3,0
4118,K2Mn3S4,0
4119,Sb2Te,0
4120,ZnSb3,0
4121,GaFeNi2,0
4122,Ho3Hg,0
4123,ErCu2Ge2,0
4124,CeBC,0
4125,V12P7,0
4126,LiMnO2,0
4127,Dy12Co7,0
4128,Sc5Pb3,0
4129,LiCu2Ge,0
4130,Cu3Se2(ClO3)2.12,0
4131,SmHoZn2,0
4132,LiCu3O3,0
4133,BaAs2Pd2,0
4134,Pm2PtAu,0
4135,CeInIr,0
4136,Dy2CuOs,0
4137,Y2C3,0
4138,NaZrCuTe3.62,0
4139,HoMgAu2,0
4140,La2B4Rh5,0
